headline,section,date
"Shelby, Strange weigh in on Trump’s endorsement of Moore",Politics,12/5/2017
House conservatives returned to their old ways this week: playing havoc with spending legislation,Politics,12/5/2017
Write-in candidates watch Alabama race settle back into red-blue split,Politics,12/5/2017
Paul Manafort's op-ed is what collusion with Russia might look like,Politics,12/5/2017
Republican Sen. Jeff Flake sends Democrat Doug Jones a check for Alabama Senate campaign,Politics,12/5/2017
NAACP says that Trump should not attend opening of civil rights museum in Mississippi,Politics,12/5/2017
Democratic Rep. Al Green says he will force House impeachment vote,Politics,12/5/2017
Trump blames shutdown threat on Democrats and immigration,Politics,12/6/2017
Rep. Green introduces articles of impeachment,Politics,12/6/2017
"Cruz, Wyden say Jerusalem is Israel’s capital",Politics,12/6/2017
Roy Moore deploys legal challenges to shift Alabama Senate spotlight,Politics,12/6/2017
Trump argued for keeping Confederate monuments. Then he scaled back those of Native Americans.,Politics,12/6/2017
"Trump again elevates shutdown threat, even as tensions ease on Capitol Hill",Politics,12/6/2017
Why are Senate Democrats just now calling on Al Franken to resign?,Politics,12/6/2017
"In White House speech, Trump recognizes Jerusalem as capital of Israel in reversal of longtime U.S. policy",Politics,12/6/2017
House Democratic leaders oppose Texas lawmaker's Trump impeachment effort,Politics,12/6/2017
Why Al Franken is done-for - and Roy Moore isn't,Politics,12/6/2017
"In Alabama, Steve Bannon asks Republicans to win one for Trump",Politics,12/6/2017
"Flynn told former business associate that Russia sanctions would be ‘ripped up,’ according to congressional witness",Politics,12/6/2017
Durbin: Franken ‘should resign from the Senate’,Politics,12/6/2017
Democratic women lead calls for Franken to resign,Politics,12/6/2017
Rep. Al Green reads articles of impeachment on House floor,Politics,12/6/2017
President Trump holds Cabinet meeting,Politics,12/6/2017
What political leaders have said about accusations of sexual misconduct in Washington,Politics,12/6/2017
White women in Alabama have made up their minds about Roy Moore,Politics,12/6/2017
When Mitt Romney and Breitbart News were friends,Politics,12/6/2017
Gay man who was denied marriage license by Kim Davis is now running against her,Politics,12/6/2017
The Senate hearing on bump stocks in three minutes,Politics,12/6/2017
Trump wants LePage to challenge King in Maine Senate race,Politics,12/6/2017
"Erik Prince discussed trade, terrorism with Russian banker in Seychelles, interview transcript says",Politics,12/6/2017
How House members guard their secrets in sexual harassment cases,Politics,12/6/2017
House passes bill to let gun owners to carry concealed weapons across state lines,Politics,12/6/2017
Schiff says Donald Trump Jr. refused to answer some questions,Politics,12/6/2017
"As accusations continue to mount, Senate Democrats tell Franken to resign",Politics,12/6/2017
Colin Kaepernick and Donald Trump's common ally,Politics,12/6/2017
Senate Democrats call on Franken to resign,Politics,12/6/2017
Women on Capitol Hill want real change this time. Will it happen?,Politics,12/6/2017
Cory Booker expected to campaign for Doug Jones in Alabama Senate race,Politics,12/6/2017
Donald Trump Jr. grilled about Russian contacts by House intelligence committee,Politics,12/6/2017
Hatch: U.S. recognition of Jerusalem as Israel’s capital was ‘long overdue’,Politics,12/6/2017
"Republicans hammer Mueller, FBI as Russia investigation intensifies",Politics,12/6/2017
Trump administration asks Supreme Court to overrule precedent helping unions,Politics,12/6/2017
"After cutting taxes, Trump looking to localities to raise revenue for infrastructure",Politics,12/6/2017
History lesson: Do big tax cuts pay for themselves?,Politics,12/7/2017
Moore’s spokeswoman and CNN anchors get into heated exchanges,Politics,12/7/2017
Franken announcement expected Thursday as fellow Democrats demand his resignation,Politics,12/7/2017
The Finance 202: GOP raids their own corporate rate cut to pay for tax bill fixes,Politics,12/7/2017
The Daily 202: Push for Al Franken’s resignation shows importance of women in Congress,Politics,12/7/2017
The Energy 202: Trump has backed away from regulating methane. Now industry says it will reduce emissions itself.,Politics,12/7/2017
The Health 202: Senate GOP intensifies push to send more cash to Obamacare marketplaces,Politics,12/7/2017
"John Conyers is out. Al Franken might be, too. Are we making progress on sexual harassment?",Politics,12/7/2017
Trump and his base are reshaping partisanship,Politics,12/7/2017
"Steyer's impeachment ad cut from 'Fox and Friends,' again",Politics,12/7/2017
Rep. Speier calls for victim-centric sexual harassment complaint process,Politics,12/7/2017
Office of Compliance director defends handling of sexual harassment complaints,Politics,12/7/2017
Gloria Lett describes her experiences of discrimination,Politics,12/7/2017
Al Franken finds unlikely defenders on Fox News,Politics,12/7/2017
Sen. Strange thanks Alabama in farewell speech,Politics,12/7/2017
Sen. Strange decries 'entrenched factionalism' in the Senate,Politics,12/7/2017
Sen. Franken to resign in 'coming weeks',Politics,12/7/2017
Franken says he will resign in ‘coming weeks’,Politics,12/7/2017
McConnell thanks Sen. Strange for his 'extraordinary commitment',Politics,12/7/2017
Sen. Franken's full remarks on the Senate floor,Politics,12/7/2017
"Radical homosexuals?' Anderson Cooper's contentious interview with Roy Moore's spokeswoman, annotated",Politics,12/7/2017
"So, how much credit do Democrats get for pushing Al Franken out?",Politics,12/7/2017
"Al Franken's defiant, unapologetic resignation speech, annotated",Politics,12/7/2017
Donald Trump Jr.'s brazen claim of attorney-client privilege suggests Trump team desperation - again,Politics,12/7/2017
The odd history of the seat that Al Franken is giving up,Politics,12/7/2017
An accuser says Franken’s speech missed the mark: ‘No apology’,Politics,12/7/2017
"Congress set to delay shutdown, setting up bigger spending fight later",Politics,12/7/2017
Pearl Harbor survivor starts singing next to Trump,Politics,12/7/2017
Trump: Pearl Harbor attack was a ‘pretty wild scene’,Politics,12/7/2017
"White House: Trump has scheduled a physical, and his slurred speech was caused by a dry throat",Politics,12/7/2017
The marginalized voices of the #MeToo movement,Politics,12/7/2017
Watch the full ceremony honoring Pearl Harbor survivors at the White House,Politics,12/7/2017
Sanders: Trump will undergo physical exam early next year,Politics,12/7/2017
Blue scare: The new litmus test being applied in defense of Trump and Roy Moore,Politics,12/7/2017
Lawmakers look for ways to prevent sexual harassment in Congress,Politics,12/7/2017
Senate steps up scrutiny of congressional sexual harassment complaints,Politics,12/7/2017
Sanders says questioning Trump's health based on his slurring is 'ridiculous.' Has she forgotten 2016?,Politics,12/7/2017
House panel weighs changes to how sexual harassment is reported and settled in Congress,Politics,12/7/2017
President John F. Kennedy and the first lady arrive at Buckingham Palace,Politics,12/7/2017
"‘We’re losing a lot’: On eve of Trump visit, Mississippi blacks say he’s brought back troubles of the past",Politics,12/7/2017
Cassidy: ‘Franken didn’t have to resign’,Politics,12/7/2017
Al Franken's political career began with an apology to women. It ended without one.,Politics,12/7/2017
Stabenow: Franken ‘did the right thing’ by announcing resignation,Politics,12/7/2017
Anti-Trump bias? Two mistakes at ABC News show it's not that simple.,Politics,12/7/2017
Graham: ‘I wish the RNC wasn’t supporting Roy Moore’,Politics,12/7/2017
"21 GOP governors write Congress, urging completion of a tax bill. What about the other 13?",Politics,12/7/2017
Why Democrats decided Franken had to go,Politics,12/7/2017
Many people who like Trump wish he'd change his style - but more love him because of it,Politics,12/7/2017
Rep. Trent Franks of Arizona is expected to resign,Politics,12/7/2017
"Kaine on Franken: ‘It’s a very sad day, but the behavior was inappropriate’",Politics,12/7/2017
"Inside a $100,000-per-person Trump fundraiser: Chicken, asparagus and 20 minutes of talk",Politics,12/7/2017
Senators react to Franken’s resignation announcement,Politics,12/7/2017
Jones warns of disaster if Moore wins in Alabama Senate race,Politics,12/7/2017
Intelligence chairman Devin Nunes cleared of wrongdoing in House ethics probe,Politics,12/7/2017
House Ethics Committee revives investigation into Rep. Farenthold,Politics,12/7/2017
"Paul Manafort says he edited Ukraine op-ed, is silent on colleague’s alleged ties to Russian intelligence",Politics,12/7/2017
Franks says he’ll resign after ‘discussion of surrogacy’ with staffers,Politics,12/7/2017
"Russian social media executive sought to help Trump campaign in 2016, emails show",Politics,12/7/2017
"What happened between Flynn, Trump and Comey? The Fact Checker's Timeline",Politics,12/8/2017
"Seven weeks in winter: Flynn, Trump and Comey",Politics,12/8/2017
Can the president obstruct justice?,Politics,12/8/2017
Congress just averted a government shutdown — but maybe not for long,Politics,12/8/2017
Exactly how male-dominated are central banks? Here are the numbers.,Politics,12/8/2017
Top federal civil servants honored with presidential awards,Politics,12/8/2017
Black lawmakers are stumping for Doug Jones in Alabama. But is it too late?,Politics,12/8/2017
Stand Up Republic: 'Daughters' | Campaign 2017,Politics,12/8/2017
Stand Up Republic: 'Robert' | Campaign 2017,Politics,12/8/2017
The Finance 202: GOP drive to repeal estate tax risks making its tax plan more unpopular,Politics,12/8/2017
"Anti-Trump conservatives place $500,000 ad buy against Roy Moore",Politics,12/8/2017
The Health 202: The orphan disease tax credit may soon be out in the cold,Politics,12/8/2017
Trump appears to slur his speech during remarks on Israel's capital,Politics,12/8/2017
The Daily 202: Democrats struggling to activate black voters in the Alabama Senate race,Politics,12/8/2017
The Energy 202: 'Large and unprecedented' Alaska oil sale falls flat as Congress readies Arctic refuge drilling,Politics,12/8/2017
