headline,date
"""@Margaretweber48: @realDonaldTrump Rand Paul put the nail in his coffin when he bashed Ted Cruz. Bye, bye Rand!""",10/1/2015
"""@JoyCardinShow: Latest @MULawPoll finds @ScottWalker at 37 percent approval, @realDonaldTrump leading GOP in #Wisconsin.",10/1/2015
"""@JayRHaw: @realDonaldTrump was right. @RandPaul wont last. Even Paul knew it. Thats why he's still running for his Senate seat  #Trump2016""",10/1/2015
Thanks. https://t.co/OJ0mbxv1uc,10/1/2015
.@MittRomney is trying to hit back at me because I'm saying that he let the Repub Party down w/ his loss to Obama. Should've won—he choked!,10/1/2015
"""@barreto_eugenio:  @MittRomney it's sad, but GOP does not want you as their candidate. But we the people do. Latinos for Trump.""",10/1/2015
"""@msann43: How can Illinois keep @realDonaldTrump off the ballot? Illinois citizens should protest. Just another phony Politico story. Easy!",10/1/2015
"""@EthaBrooke: @cs1racefan @realDonaldTrump @MittRomney The truth about Romney...he didn't want the presidency bad enough!""  He choked!",10/1/2015
"""@Def: CNBC's John Harwood Today ""We don't have Superman presidents"" ""No"" DonaldTrump replied ..""But we WILL if you have Trump!"" #Trump2016",10/1/2015
"""@gedion_t: @realDonaldTrump @EthaBrooke @MittRomney No body knows foreign policy any better than Trump. Vote ""T""",10/1/2015
"I will be interviewed on @seanhannity tonight at 10:00. Many things, mostly bad, to talk about!",10/1/2015
"""@JYakburger: @EthaBrooke  IF @MittRomney ran more like @realDonaldTrump and less like McCain, he would've won. Failed campaign tactics.",10/1/2015
"My warmest condolences to the families of the horrible Roseburg, Oregon, shootings.",10/2/2015
"""@WETHEPEOPLE65: @realDonaldTrump @BigStick2013 @TIMENOUT @CNN @donlemon GO TRUMP, OUR GUY""",10/2/2015
"""@TheBrodyFile: The HUGE @TheBrodyFile DonaldTrump faith-based story runs tomorrow (Friday) on @700club. @ABCFamily channel at 10am ET.""",10/2/2015
"""@RLHoldenSr: @realDonaldTrump Mr Trump we are praying that you win the 2016 election! Obama is destroying the US!""",10/2/2015
"""@Renhowe: I enjoyed @donlemon‘s interview with @realDonaldTrump on @CNN Need more interviews like that."" Thanks.",10/2/2015
"""@VoteDonaIdTrump: @realDonaldTrump @Renhowe @donlemon @CNN we love trump""",10/2/2015
"I was so looking forward to being in Virginia Beach, Virginia, today. The demand for tickets was amazing. Good luck with storm, back soon!",10/2/2015
"Will be in Nashville, Tennessee, tomorrow (Saturday) at 2:30 P.M. So much to talk about - see you there!",10/2/2015
"""@DoDFiredawg78: @realDonaldTrump Virginians stand with you sir! #MakeAmericaGreatAgain #Trump2016 #TrumpForPresident""",10/2/2015
"""@billsupdates: Why Buffalo Bills could be responsible for Donald Trump becoming president https://t.co/JxF7kjfaZR"" Team has a great owner!",10/2/2015
"""@Tea4Freedom: Pastor Robert Jeffres accurately gushes about Donald Trump http://t.co/iRcAPKF7yZ"" Pastor Jeffres is a great guy!",10/2/2015
"Congratulations to my brother Robert &amp; Ann Marie on the success of @MontesKitchen in Dutchess County, New York (Amenia.) Great food!",10/2/2015
"Pictures of my beautiful mother, amazing father, and family hanging @MontesKitchen in upstate, New York. http://t.co/lvx5SEhQVv",10/2/2015
"""@swterry91: Donald Trump Leads by 9 Points in Pew Poll – Jeb Bush in Free Fall #tcot http://t.co/uyxre0ei92""",10/3/2015
"""@thehill: P. Diddy is a fan of Donald Trump: http://t.co/VQv3ivgrwq http://t.co/Z66TTG3DpJ""",10/3/2015
"""@MNManstein2: Polling Convergence - OAN/GRAVIS and Reuters Show Donald Trump Surging With 34 - 35% Support... http://t.co/ckXH2JfBNt via",10/3/2015
"""@KenPettigrew: Don't slow down the Trump storm... American needs leadership not a Paper President like Obama. Don't leave us with Jeb!""",10/3/2015
"""@TheNewsClub_US: RT  ""@MNMans: Polling Convergence - OAN/GRAVIS and Reuters… http://t.co/3NXztsLOhx #RT #CNN #HBO http://t.co/zzKm8wUYqY""",10/3/2015
"""@KelliHeathman1: Megan Kelly admitted Trump was leading by a lot!! That talk with Ailes must have worked... Time to get tough. TRUMP 2016""",10/3/2015
"""@apolloNC1: @realDonaldTrump @MNManstein2 You will be the next president of the USA!! Thank you Mr Trump. Sincerely the middle class!!""",10/3/2015
"""@valerieannt:  @DRUDGE_REPORT @JebBush Jeb you are falling in polls because conservatives feel that you cannot #MakeAmericaGreatAgain""",10/3/2015
"""@HowardKurtz: Trump's big lead in a new poll and whether Jeb's ""stuff happens"" was taken out of context with @megynkelly tonight"" Thanks H!",10/3/2015
"""@HowardKurtz: @JoeNBC It'd be humorous to cull tweets from ""experts"" over past few mos who have predicted Trump's immediate collapse""",10/3/2015
"""@misskellyaudrey: @FoxNews @HowardKurtz @MELANIATRUMP Melania is a beautiful woman who conducts her self with Class and Dignity #Trump2016""",10/3/2015
"""@carrillo_pete: @realDonaldTrump great numbers #MakeAmericaGreatAgain""  Thanks.",10/3/2015
"""@mormontim: Going to see @realDonaldTrump tomorrow in franklin TN #MakeAmericaGreatAgain""",10/3/2015
"""@gse_says: Overwhelming wins by @realDonaldTrump in primaries will prove what will happen (landslide) in the general election.",10/3/2015
"Thank you @megynkelly for the nice things you said about Melania. You will like her, great heart and smart - always wanting to help people!",10/3/2015
"""@collegestump: Can't wait for @realDonaldTrump to be the next pres.  @CNN @FoxNews @DRUDGE_REPORT @blackrepublican http://t.co/F9pM0gE2yz""",10/3/2015
"""@elkay14: @jordanfax I like gutsy brave guys like #Trump #Reagan , I hate all those bloody hypocrites @realDonaldTrump"" Thank you.",10/3/2015
"Bush and Rubio are finally attacking each other, as I knew they would, in order to be the last ""establishment"" man standing against me.Great",10/3/2015
"Rubio was very disloyal to Bush, his mentor, when he decided to run against him. Both said they ""love"" each other.They don't - word is hate!",10/3/2015
"Just leaving Nashville, Tennessee. Had a great time with a fabulous crowd of people! Love Nashville -- back soon! http://t.co/CS8DOd8wfm",10/3/2015
I will be on @MeetThePress with @ChuckTodd tomorrow morning at 10:30am ET on @NBC. Enjoy!,10/3/2015
Tune in to see me on @ThisWeekABC with @GStephanopoulos at 10am ET. Enjoy!,10/3/2015
"""@JWbananastand: @nbcsnl I think I just heard @realDonaldTrump's ratings go up another 5% #Trump #SNL""",10/4/2015
"""@RealReagan0503: It's funny how they say @realDonaldTrump doesn't give specifics but he's the only one who put out more than 2 policies.",10/4/2015
"""@leftfootjustice: If @realDonaldTrump becomes @POTUS we will finally have a @WWE Hall of Famer as President.""",10/4/2015
"""@scottferson: .@TaranKillam plays a way better fake @realDonaldTrump than a real @HillaryClinton plays herself @nbcsnl""",10/4/2015
"""@SolFusionGreg: @Mediaite The more the Progressives &amp; RINO's poke at the DonaldTrump the stronger he gets and more REAL PEOPLE like him!""",10/4/2015
"""@piercingshawn: @realDonaldTrump Please don't roll over . You are this country's last hope and our kids need you. Don't lose this deal !""",10/4/2015
"""@sfurnbac: Thank you @realDonaldTrump for the great #SNL this week!!!""",10/4/2015
"""@topcota1SG: @PhxKen I am Hispanic and will vote for @realDonaldTrump""",10/4/2015
"""@NeilForell: Watched the roast of @realDonaldTrump You took those jokes like a champ, what a good sport! Im voting for you now""  Great.",10/4/2015
"""@BillPwr1:  @collegestump @CNN @FoxNews @DRUDGE_REPORT @blackrepublican FYI @batchelorshow @larry_kudlow #Trump2016 appeal grows!""",10/4/2015
"""@misterdish69: @IAmFreedomMan @seanhannity @rushlimbaugh @realDonaldTrump @CNN http://t.co/f9UAbiFaab""",10/4/2015
"""@lindaleereyes: @realDonaldTrump Great Job Donald!!! Can't waite for you to be President and neither can America!!""",10/4/2015
"""@joetoohey: This morning on @meetthepress - @chucktodd’s sit down with @realDonaldTrump in his NYC Campaign HQ #MTP http://t.co/9Oqz7aWhaS",10/4/2015
"""@laurencristmann: @realDonaldTrump @topcota1SG @PhxKen i can't wait to cast my vote for Donald J TRUMP in MAY and NOVEMBER""  Thanks.",10/4/2015
"""@DeborahCroce5: @realDonaldTrump ends speech in Franklin, Tennessee w/ Thank You I Love You All!! We love you 2 #MakeAmericaGreatAgain",10/4/2015
"""@TheNewsClub_US: RT @realDonaldTrump Will be interviewed on @foxandfriends at 8:30. #RT #CNN #HBO""",10/4/2015
"""@TheNewsClub_US: RT @realDonaldTrump ""@laurencristmann: @topcota1SG @PhxKen i can't wait to cast my vote for Donald J TRUMP… #RT #CNN #HBO""",10/4/2015
The people of Tennessee yesterday were amazing. Thank you!,10/4/2015
"""@TrumpNewMedia: @carrillo_pete ILLEGAL ALIENS FOUND GUILTY OF MURDERING BORDER PATROL AGENT http://t.co/jEgkaegj8T http://t.co/lR8u7mBzAb",10/4/2015
Will be interviewed by @GStephanopoulos on @ABC    at 10:00 A.M.,10/4/2015
Will be interviewed by @chucktodd on @meetthepress at 10:30 A.M.,10/4/2015
"""@nathanpaul1975: @realDonaldTrump Hollywood doesn't get to pick our presidents we the people do!! GO TRUMP!👍👍""",10/4/2015
"""@Margee11: WATCH @realDonaldTrump Fires Up the Crowd in Franklin, Tennessee http://t.co/6aWwyanQ4w via @trumpstump2016""",10/4/2015
"""@keksec_org: @realDonaldTrump You said it best! #MakeAmericaGreatAgain""",10/4/2015
"""@DGrant39107133: @nathanpaul1975 Clinton may go to jail but is still running for president? 99% of people would be in jail for what she did",10/4/2015
"""@AndreaTantaros: DonaldTrump is right. And sadly Christians were treated better under Hussein &amp; Gaddafi than ISIS. https://t.co/AZdLqydRM1",10/4/2015
"""@MichellePippin: @realDonaldTrump When are you coming to #virginiabeach?"" Very soon!",10/4/2015
"I'm leading by big margins in every poll but the press keeps asking, would you ever get out? They are just troublemakers, I'm going to win!",10/4/2015
"""@PaulRSidneyUK: I cannot believe the increase in illegals here in San Antonio Texas. We are the minority constantly discriminated against",10/4/2015
"For all of my fantastic  supporters, and for the U.S.A., we are going to win and MAKE AMERICA GREAT AGAIN, maybe greater than ever before!",10/5/2015
The incompetence of our current administration is beyond comprehension. TPP is a terrible deal.,10/5/2015
Thoughts and prayers for those in the floods affecting the great people of South Carolina.,10/5/2015
"Political strategist Stuart Stevens,who led Romney down the tubes in what should have been an easy victory,has terrible political instincts!",10/5/2015
"""@marklevinshow: Donald Trump will be on my show tonight at 8:30 PM eastern time."" Will be my great honor, so much to talk about!",10/5/2015
"""@WayneDupreeShow: HEADLINES: Donald Trump maintains huge lead on opponents as polls go #KeepingItReal http://t.co/AsRJp5AcmZ""",10/5/2015
"""@TODAYshow: ""We're pleased to announce that Donald Trump has just accepted our invitation for a town hall."" -@SavannahGuthrie""  So true!",10/5/2015
"""@Forbes: “If Donald Trump puts his name on X, it will sell for 3.7 times more than it would otherwise.”  Nice!",10/5/2015
"So, so, so important - MAKE AMERICA GREAT AGAIN!",10/6/2015
"""@KingVantes: @AnnCoulter @RedState TRUTH .Just like Perry, Walker, Bush .. all y'all who go after @realDonaldTrump WILL FAIL 💯 #Trump2016""",10/6/2015
"""@TheWTFTahoe: @realDonaldTrump will #MakeAmericaGreatAgain""",10/6/2015
"""@Raddmom: @realDonaldTrump - don't let the media &amp; the @GOP elites push you out- Americans are with you!"" Thanks, I won't!",10/6/2015
"""@4udirtyrat: @realDonaldTrump 9 million MORE out of work because of this BAD DEAL.Will have over 100 MILLION out of work. Nice going Obama""",10/6/2015
"""@Knight276: @Writeonright @Real_Carl_Icahn @DanScavino @realDonaldTrump media is confused they bash trump he rises in polls!""",10/6/2015
"""@Q1776: Love fest for DonaldTrump on @marklevinshow just now. Top 5 talk radio audience in country. Great being on the show with Mark!",10/6/2015
"""@jaxx613: @realDonaldTrump @Renhowe @donlemon @CNN . Mark Levin interview was great""",10/6/2015
"Don't ever forget, we will, together, MAKE AMERICA GREAT AGAIN!",10/6/2015
"""@CASuperrunner: @cu_mr2ducks @FoxNews @foxnewspolitics  Trump talked about this weeks ago as a possibility .... this is not Rubio's idea""",10/6/2015
"""@LarrySchweikart: @peddoc63 @RickCanton @realDonaldTrump @marcorubio Funny. The Donald living rent-free in lil Marco's head""",10/6/2015
"""@Karentalk: @CNNPolitics @realDonaldTrump Stop interrupting Trump..Please..He is CORRECT ON EVERYTHING..""",10/6/2015
"""@LindaRicker6: My choice @realDonaldTrump just finished a great interview on CNN. Pathetic questions from Cuomo but Trump cleared the air.""",10/6/2015
"""@AngelaDale143: @realDonaldTrump @CNN wow, did Trump kick ass with Cuomo! You are the man, Mr. Trump; certainly not the lamb chop, Rubio.""",10/6/2015
"""@realbigstriper: @ChrisCuomo Pew poll: @realDonaldTrump holds commanding lead @CNNPolitics http://t.co/iw2vk9Wx9L""",10/6/2015
"""@Lisa_Steen: seriously Cuomo hates DonaldTrump he was a pathetic interviewer AS USUAL! Please don't go anywhere Mr Trump AMERICA NEEDS YOU""",10/6/2015
"""@Tea4Freedom: @realDonaldTrump @CNN That was awesome, boss! #trump2016""",10/6/2015
"""@Nay_2xTimes: Great interview on #NewDay @realDonaldTrump #MakeAmericaGreatAgain""",10/6/2015
"""@AJ_Nix: @realDonaldTrump @CNN Great job Mr Trump,,,Kept em on topic,, Got your message though.""",10/6/2015
"""@jpm05880: @realDonaldTrump @CNN TRUMP EVEN SHARPER THAN LAST WEEK!!YOU ARE BEAUTIFUL...""",10/6/2015
"""@WMikeWood: @cnn Trump Shuts down Cuomo. ""I am not getting out."" I am going to win. Cuomo tries sleazy tricks . Epic Fail. Unprofessional.""",10/6/2015
"""@CPO_Mark_2010: @realDonaldTrump is fired up on @cnn!!! So are your supporters!! #Trump2016""",10/6/2015
"""@SteveBrainard1: @realDonaldTrump @CNN great interview Trump!""",10/6/2015
"""@kitkat123frank: @realDonaldTrump @CNN @SpecialKMB1969. You have my vote""",10/6/2015
".@WayneNewtonMrLV  Wayne, such a pleasant surprise--so nice. Thank you very much.",10/6/2015
Crooked @club4growth has given up advertising in Iowa on me—remember they wanted my million dollars—I said no—total frauds!,10/6/2015
"""Labor Unions Giving Serious Thought to Endorsing Trump"" via Washington Examiner  http://t.co/XrEpSyuDsj",10/6/2015
